Numer identyfikacyjny gracza,Imię gracza,Nazwisko gracza,Płeć,Data urodzenia,Data dołączenia,Miasto zamieszkania,Status członkostwa
8023,Nicole,Wawrzyn,K,1974-12-17,2023-07-29 14:27:39,Zawiercie,Silver
8024,Grzegorz,Zapora,M,1956-09-06,2023-08-08 07:40:26,Marki,VIP
8025,Olgierd,Pilarek,M,1963-10-03,2022-05-16 05:00:43,Lubartów,Silver
8026,Ernest,Niedojadło,M,1997-08-19,2022-09-25 11:41:00,Łódź,Gold
8027,Juliusz,Skutnik,M,1948-09-27,2023-09-20 10:11:43,Otwock,Gold
8028,Piotr,Namysło,M,2006-12-13,2023-02-17 23:50:53,Giżycko,Gold
8029,Alex,Kościk,M,1995-08-26,2022-03-02 12:16:28,Żagań,Standard
8030,Karol,Strządała,M,1957-10-30,2022-11-28 15:17:14,Kluczbork,Silver
8031,Jacek,Kubasiewicz,M,1967-10-30,2023-12-23 01:15:40,Brzeg,Gold
8032,Olga,Maksimowicz,K,1956-01-04,2023-10-04 03:17:33,Gorzów Wielkopolski,Silver
8033,Iwo,Dzienis,M,1963-07-02,2023-01-26 19:12:06,Chełm,Standard
8034,Maks,Wyroślak,M,1945-02-10,2023-04-18 15:32:38,Kielce,Standard
8035,Krystian,Groń,M,1975-06-26,2022-08-14 01:24:32,Koszalin,Silver
8036,Cyprian,Sarota,M,2002-01-05,2022-04-14 22:44:47,Nysa,Silver
8037,Adrianna,Zagożdżon,K,1988-03-20,2023-01-04 05:59:52,Olsztyn,Silver
8038,Gabriel,Bystroń,M,1945-10-27,2023-10-30 23:06:16,Świdnik,Standard
8039,Blanka,Morek,K,1995-06-28,2023-11-11 09:51:06,Starachowice,Silver
8040,Róża,Wawszczyk,K,1974-05-19,2023-03-30 02:26:06,Skarżysko-Kamienna,Standard
8041,Aleksander,Podpora,M,1957-04-12,2023-04-24 19:12:37,Będzin,Standard
8042,Jacek,Kolek,M,1957-05-24,2022-03-18 22:36:50,Szczecinek,Standard
8043,Emil,Krzysiek,M,1998-04-17,2022-12-31 13:40:28,Ostrów Mazowiecka,Gold
8044,Klara,Marach,K,1984-11-03,2023-11-15 02:45:58,Pszczyna,Silver
8045,Monika,Łuksza,K,1998-04-30,2022-08-31 06:08:25,Lubin,Standard
8046,Dariusz,Stanisławek,M,1953-12-05,2022-07-08 04:12:51,Mińsk Mazowiecki,Standard
8047,Inga,Dorobisz,K,2007-03-19,2023-04-20 04:54:15,Konin,Standard
8048,Ignacy,Bugiel,M,1965-08-28,2022-03-25 07:58:43,Kościan,Silver
8049,Julianna,Koczy,K,1982-01-23,2022-01-10 03:58:37,Sanok,Silver
8050,Melania,Woronko,K,1962-08-11,2023-05-28 19:25:54,Chojnice,Standard
8051,Anna Maria,Rup,K,1945-05-19,2023-08-19 14:07:29,Biłgoraj,Gold
8052,Rozalia,Maszkiewicz,K,1948-05-22,2023-04-11 02:14:20,Tarnowskie Góry,Silver
8053,Anastazja,Leszkiewicz,K,2003-10-02,2022-08-18 14:19:00,Siedlce,Gold
8054,Ewelina,Sadowy,K,1997-09-15,2022-10-10 10:46:30,Poznań,Silver
8055,Maks,Czermak,M,2004-11-19,2022-01-16 07:08:41,Sanok,Silver
8056,Aleksander,Garncarek,M,2006-08-15,2022-03-16 11:38:51,Tychy,Silver
8057,Kamila,Piotrak,K,1958-11-06,2023-09-07 00:16:13,Przemyśl,Silver
8058,Lidia,Opioła,K,1951-07-28,2022-05-04 21:28:21,Bielsko-Biała,Standard
8059,Ewelina,Zaguła,K,1964-11-18,2022-07-20 00:57:36,Koszalin,Silver
8060,Dominik,Kręgiel,M,1978-07-21,2023-10-10 01:35:47,Łowicz,Standard
8061,Cyprian,Marcińczyk,M,2006-02-13,2022-04-01 07:22:13,Skierniewice,Gold
8062,Mieszko,Skała,M,1960-04-22,2022-07-16 22:56:59,Gorzów Wielkopolski,VIP
8063,Wiktor,Forma,M,1993-11-28,2023-08-11 17:16:04,Lublin,Gold
8064,Piotr,Przystupa,M,1957-02-27,2023-11-12 07:47:27,Nowa Sól,Gold
8065,Melania,Osiadacz,K,1954-03-09,2022-11-29 20:55:44,Świebodzice,Silver
8066,Oskar,Drozda,M,1992-07-26,2023-08-11 23:57:06,Grudziądz,Standard
8067,Aurelia,Bryczek,K,1956-09-24,2023-02-18 23:31:00,Gdańsk,Silver
8068,Tola,Muniak,K,1960-06-10,2022-11-10 08:14:20,Sieradz,Gold
8069,Ewa,Złotnik,K,2006-02-05,2023-07-14 22:57:46,Gorlice,Standard
8070,Arkadiusz,Przeklasa,M,1949-06-17,2022-01-31 04:50:15,Czerwionka-Leszczyny,Standard
8071,Marika,Grzenia,K,1965-09-19,2022-06-12 15:57:24,Wodzisław Śląski,Silver
8072,Melania,Szulim,K,1945-05-18,2022-06-09 05:23:34,Września,Standard
8073,Blanka,Buchholz,K,1963-10-08,2022-03-28 11:45:48,Ciechanów,Standard
8074,Łukasz,Malcherek,M,1957-04-18,2023-02-27 12:03:04,Siedlce,Standard
8075,Marianna,Dziełak,K,1967-06-12,2022-04-16 21:00:28,Bolesławiec,Standard
8076,Natasza,Hass,K,1987-01-03,2023-05-30 21:22:05,Bełchatów,Standard
8077,Bruno,Dawidczyk,M,1987-10-10,2022-05-23 00:14:33,Wrocław,VIP
8078,Artur,Franiak,M,1945-12-14,2023-10-14 02:38:11,Wyszków,Standard
8079,Oliwier,Bazela,M,1956-02-22,2023-03-17 04:03:58,Wyszków,Gold
8080,Anita,Oskroba,K,1950-08-06,2022-03-12 12:21:53,Białystok,Standard
8081,Patryk,Forma,M,1987-01-08,2023-08-05 23:47:02,Nowy Sącz,Standard
8082,Tadeusz,Rubacha,M,1983-10-03,2023-12-27 10:17:40,Kołobrzeg,Standard
8083,Albert,Pich,M,1950-11-09,2023-02-11 01:51:57,Piastów,Standard
8084,Malwina,Sycz,K,1992-12-25,2023-03-16 05:28:04,Śrem,Standard
8085,Tola,Minkiewicz,K,1945-03-28,2022-08-11 14:32:37,Kraków,Standard
8086,Sara,Juras,K,1950-07-08,2023-06-03 14:27:14,Nysa,Standard
8087,Ewa,Wawak,K,1964-05-26,2022-11-23 01:06:18,Nowa Ruda,Standard
8088,Andrzej,Ostafin,M,1965-01-27,2022-11-10 20:12:34,Skierniewice,Standard
8089,Natasza,Witkowicz,K,1956-12-26,2023-03-06 15:37:33,Turek,Standard
8090,Ewelina,Gajdzik,K,1946-10-13,2023-06-17 21:07:28,Rzeszów,Standard
8091,Bruno,Klupś,M,1979-10-29,2022-02-12 04:53:01,Mysłowice,Standard
8092,Konstanty,Krasa,M,1951-05-09,2022-02-03 18:35:04,Pabianice,Gold
8093,Apolonia,Semenowicz,K,1986-11-18,2023-09-13 23:41:10,Dzierżoniów,Standard
8094,Anna Maria,Skała,K,1947-08-27,2023-01-09 03:41:52,Lubliniec,Standard
8095,Artur,Wochnik,M,1993-12-29,2023-05-16 08:14:59,Wrocław,Standard
8096,Tadeusz,Cydzik,M,1972-01-30,2022-08-13 07:47:13,Chrzanów,Standard
8097,Janina,Gaś,K,1987-02-16,2023-06-16 11:38:12,Pruszków,Standard
8098,Anita,Malon,K,1956-06-16,2022-09-13 08:04:51,Sanok,Standard
8099,Anna Maria,Sykut,K,1949-12-12,2023-09-14 06:46:27,Polkowice,Standard
8100,Agnieszka,Pasiak,K,1978-04-04,2022-02-20 00:14:35,Zgierz,Gold
8101,Oskar,Dziuban,M,1998-03-26,2023-05-31 02:23:40,Bielsk Podlaski,Standard
8102,Jerzy,Łyskawa,M,1979-04-03,2023-11-10 05:17:11,Szczecinek,Gold
8103,Maks,Jop,M,2007-07-16,2023-05-25 19:44:46,Będzin,Standard
8104,Janina,Kohnke,K,1972-08-31,2022-04-23 08:48:49,Skarżysko-Kamienna,Standard
8105,Róża,Kalista,K,1984-06-06,2023-08-21 10:23:07,Żywiec,Standard
8106,Kornelia,Rejmer,K,1949-04-27,2023-12-08 19:30:03,Wodzisław Śląski,Gold
8107,Natasza,Popielarczyk,K,1992-03-03,2022-11-05 13:27:11,Kołobrzeg,Silver
8108,Mikołaj,Lenda,M,1973-10-10,2022-04-21 01:11:01,Augustów,Silver
8109,Lidia,Noculak,K,1986-11-20,2023-01-26 14:21:11,Marki,Silver
8110,Arkadiusz,Drzał,M,1976-11-20,2022-01-29 03:26:49,Jarosław,Gold
8111,Tadeusz,Wincenciak,M,2003-02-23,2023-08-22 19:51:14,Jasło,Standard
8112,Wiktor,Matela,M,1979-04-22,2023-12-27 18:00:58,Żyrardów,Standard
8113,Iwo,Dela,M,1992-02-17,2023-06-19 18:31:46,Kołobrzeg,Silver
8114,Mariusz,Furga,M,1982-04-13,2023-08-28 02:15:34,Świnoujście,Gold
8115,Dorota,Wosiek,K,1974-01-25,2023-09-20 06:47:48,Augustów,Standard
8116,Adrian,Mendak,M,2003-10-11,2022-08-03 13:30:15,Pruszków,Standard
8117,Stanisław,Pyrz,M,1965-11-17,2022-05-06 20:28:28,Rybnik,Standard
8118,Wiktor,Klucznik,M,1989-12-30,2022-05-25 19:54:23,Lublin,Gold
8119,Fryderyk,Madura,M,1990-05-08,2022-12-09 13:43:43,Sosnowiec,Standard
8120,Krystyna,Bieleń,K,1964-03-04,2023-09-13 17:52:39,Tychy,Silver
8121,Maurycy,Lewek,M,1950-03-10,2023-09-23 18:59:44,Śrem,Gold
8122,Anna Maria,Maciuk,K,1955-03-27,2022-06-10 02:15:03,Tomaszów Mazowiecki,VIP
8123,Apolonia,Linek,K,1984-01-04,2023-03-21 15:12:32,Żywiec,Standard
8124,Antoni,Wyskiel,M,2005-08-24,2022-08-30 03:36:33,Reda,Silver
8125,Aleksander,Jacak,M,1948-02-26,2023-12-03 19:44:51,Lębork,Standard
8126,Maciej,Masłoń,M,1962-05-15,2022-04-24 14:45:15,Brodnica,Silver
8127,Aniela,Jonik,K,1994-05-17,2023-05-10 11:12:05,Lubartów,Standard
8128,Róża,Tusk,K,1951-12-02,2022-02-27 21:06:48,Legionowo,Silver
8129,Antoni,Armatys,M,1945-02-02,2023-03-05 04:39:55,Kraków,VIP
8130,Kacper,Szałaj,M,1979-12-13,2022-03-02 17:21:05,Środa Wielkopolska,Silver
8131,Hubert,Rajczyk,M,1990-07-17,2022-07-15 23:52:44,Krosno,Standard
8132,Adam,Borysiuk,M,1986-11-24,2023-12-19 07:41:42,Bielsk Podlaski,Gold
8133,Blanka,Oczko,K,1973-01-19,2023-12-03 06:07:30,Elbląg,Standard
8134,Jerzy,Kanarek,M,1987-02-02,2022-09-16 18:04:54,Piła,Standard
8135,Róża,Linke,K,1946-05-18,2023-08-25 01:26:05,Zakopane,Standard
8136,Daniel,Boduch,M,1976-03-12,2023-03-27 06:52:06,Szczecin,Gold
8137,Róża,Salomon,K,1997-06-19,2023-06-06 12:21:42,Gniezno,Standard
8138,Patryk,Ciapa,M,1962-11-26,2022-12-15 10:07:05,Żory,Silver
8139,Sylwia,Strojna,K,1957-06-04,2022-08-17 23:19:49,Bolesławiec,Silver
8140,Wiktor,Huczek,M,1956-12-17,2023-07-28 03:09:54,Brzeg,Silver
8141,Marianna,Węgrzynowicz,K,1974-10-16,2023-10-23 10:44:49,Nowy Dwór Mazowiecki,Silver
8142,Franciszek,Patoła,M,1955-12-30,2023-03-05 23:17:44,Leszno,VIP
8143,Szymon,Kręcichwost,M,1949-05-06,2022-02-04 07:48:28,Radomsko,Gold
8144,Jacek,Myga,M,1954-10-07,2022-11-27 07:37:33,Piaseczno,Gold
8145,Kornelia,Tomaszuk,K,1950-02-10,2023-12-29 05:31:22,Zielona Góra,Standard
8146,Sonia,Pik,K,2002-12-03,2023-04-12 21:36:49,Tarnobrzeg,Gold
8147,Lidia,Odrzywołek,K,1949-04-23,2022-03-31 12:19:42,Sandomierz,Silver
8148,Róża,Malcher,K,1947-06-24,2022-01-17 19:15:28,Kielce,Silver
8149,Sara,Danisz,K,1969-01-20,2023-05-28 01:53:54,Tychy,Silver
8150,Róża,Bystrek,K,1989-08-08,2022-10-01 09:42:07,Nowy Sącz,Standard
8151,Kornel,Idzi,M,1984-11-27,2023-08-06 05:04:39,Dębica,Standard
8152,Jan,Dzwonnik,M,1956-10-05,2023-04-22 11:40:17,Wodzisław Śląski,Standard
8153,Anna Maria,Duczmal,K,1946-05-30,2022-01-06 16:37:53,Żyrardów,Silver
8154,Gabriel,Kopa,M,2000-11-11,2022-06-20 07:36:30,Wołomin,Silver
8155,Adrianna,Franc,K,1996-08-24,2023-12-03 20:27:57,Kutno,Standard
8156,Łukasz,Posłuszna,M,2001-06-26,2023-05-12 04:52:58,Krosno,Silver
8157,Blanka,Suchojad,K,1979-05-22,2022-04-20 02:07:24,Dąbrowa Górnicza,Standard
8158,Mariusz,Bilik,M,1952-04-14,2022-09-05 07:35:15,Częstochowa,Standard
8159,Agnieszka,Gryka,K,1954-12-18,2023-05-06 07:26:35,Września,Silver
8160,Gaja,Bona,K,1963-02-09,2023-08-15 02:28:28,Wyszków,Silver
8161,Angelika,Nalewajek,K,1997-01-15,2023-08-19 16:33:38,Malbork,Silver
8162,Klara,Wiech,K,1992-12-29,2023-09-01 19:47:35,Myszków,Silver
8163,Sylwia,Pazera,K,1983-01-23,2023-03-15 22:32:07,Poznań,Standard
8164,Lidia,Chachaj,K,2003-01-10,2023-09-05 02:13:08,Ostrów Mazowiecka,Standard
8165,Kornelia,Smętek,K,1957-05-29,2023-05-23 07:08:56,Radomsko,Silver
8166,Piotr,Salawa,M,1962-08-16,2022-11-29 04:58:17,Radomsko,Gold
8167,Sylwia,Bobak,K,1958-10-24,2022-09-18 21:31:23,Bydgoszcz,Standard
8168,Tomasz,Łuczka,M,1983-01-04,2023-05-18 15:07:58,Kielce,Silver
8169,Bruno,Kościołek,M,1976-01-22,2023-06-23 09:53:35,Ostrowiec Świętokrzyski,Standard
8170,Łukasz,Damps,M,1965-04-28,2023-09-26 19:11:24,Oleśnica,Standard
8171,Daniel,Koloch,M,2001-09-01,2023-02-13 20:59:12,Jastrzębie-Zdrój,Silver
8172,Nicole,Żugaj,K,1966-06-29,2022-12-14 14:50:18,Siedlce,Standard
8173,Hubert,Saczuk,M,1971-02-27,2022-07-04 18:41:31,Jastrzębie-Zdrój,Standard
8174,Ewelina,Galica,K,1963-04-02,2023-06-28 00:34:20,Dębica,Gold
8175,Daniel,Sypek,M,1994-04-18,2023-05-11 20:47:11,Będzin,Gold
8176,Ewelina,Kościukiewicz,K,1947-05-21,2023-05-06 20:26:55,Zgorzelec,Silver
8177,Róża,Szmalec,K,1982-06-08,2023-03-25 14:49:50,Ząbki,Gold
8178,Kalina,Franc,K,1953-06-05,2023-03-30 08:31:53,Łowicz,Standard
8179,Kacper,Kojder,M,1980-08-30,2022-07-29 21:19:42,Szczytno,Silver
8180,Stefan,Iwańczyk,M,1999-04-28,2023-01-27 08:00:52,Katowice,Standard
8181,Adrian,Kurzac,M,1988-11-24,2023-08-10 15:30:17,Konin,Silver
8182,Ida,Bączkiewicz,K,2001-05-28,2023-03-02 10:09:54,Leszno,Standard
8183,Przemysław,Starzak,M,1992-01-20,2022-10-12 04:22:10,Mysłowice,VIP
8184,Jeremi,Mikusek,M,1993-12-20,2023-02-02 22:47:58,Kraków,Silver
8185,Leonard,Breguła,M,1976-09-07,2023-02-17 02:13:14,Czechowice-Dziedzice,Standard
8186,Grzegorz,Mitera,M,1974-05-28,2023-01-31 02:33:33,Włocławek,Standard
8187,Nicole,Pietraszkiewicz,K,1962-09-05,2022-02-13 11:31:48,Wrocław,Gold
8188,Dagmara,Hajder,K,2001-11-05,2023-12-30 18:04:49,Łuków,Standard
8189,Marianna,Wijata,K,1986-05-17,2023-05-08 16:57:32,Tarnów,Standard
8190,Olga,Kornek,K,1991-11-11,2023-10-02 22:26:36,Goleniów,Standard
8191,Kacper,Duchnik,M,1993-05-06,2023-12-25 00:04:44,Bielawa,Standard
8192,Aleksander,Wydmuch,M,1970-01-22,2022-05-11 09:48:08,Świdnica,Standard
8193,Nicole,Szpila,K,1957-01-10,2022-01-18 01:33:53,Brzeg,Silver
8194,Urszula,Jankowicz,K,1981-04-30,2022-09-15 09:00:11,Piastów,Standard
8195,Inga,Sławik,K,1961-05-30,2023-03-01 12:06:32,Elbląg,Standard
8196,Natan,Sapała,M,1973-01-01,2022-08-31 01:03:03,Rybnik,Standard
8197,Anita,Kusio,K,1982-10-18,2022-06-16 16:02:04,Giżycko,Standard
8198,Marika,Makaruk,K,1981-05-05,2022-01-09 16:47:12,Starachowice,Standard
8199,Angelika,Bulak,K,1980-01-10,2023-11-05 10:18:04,Nowa Ruda,Standard
8200,Adrianna,Bobik,K,1983-10-05,2023-09-28 19:52:31,Bielsko-Biała,Silver
8201,Kaja,Dąbkiewicz,K,1969-04-28,2022-12-04 10:41:10,Śrem,VIP
8202,Mikołaj,Strycharz,M,1954-08-30,2023-09-11 18:58:05,Mińsk Mazowiecki,Silver
8203,Kamil,Barłóg,M,1948-05-22,2022-01-07 09:50:17,Sieradz,Standard
8204,Kamil,Malcher,M,1959-05-02,2023-08-08 11:04:36,Bielawa,Silver
8205,Tadeusz,Bondyra,M,1981-08-22,2022-09-04 05:12:57,Tczew,Gold
8206,Radosław,Labudda,M,2004-11-21,2022-08-03 08:01:10,Zambrów,Silver
8207,Apolonia,Goss,K,1963-04-06,2023-12-12 17:41:01,Biała Podlaska,Silver
8208,Blanka,Fac,K,1991-12-13,2023-10-24 07:03:54,Kędzierzyn-Koźle,Silver
8209,Kalina,Zegar,K,1976-02-21,2023-10-20 13:02:17,Lubin,Standard
8210,Fabian,Ziemkiewicz,M,1982-04-04,2023-01-12 19:25:34,Konin,Standard
8211,Stefan,Frost,M,1981-12-23,2022-12-29 23:57:26,Bielsko-Biała,Standard
8212,Sonia,Nieroda,K,2001-11-27,2023-03-25 05:27:17,Żyrardów,Standard
8213,Malwina,Siatka,K,1966-03-26,2022-03-28 11:49:38,Świebodzice,Standard
8214,Julita,Kostro,K,1983-11-24,2022-12-28 13:36:08,Puławy,Standard
8215,Bartek,Makar,M,1989-11-17,2023-07-30 21:56:08,Radom,Silver
8216,Maciej,Kupś,M,1961-04-21,2022-03-27 11:11:30,Mława,VIP
8217,Julian,Przewoźnik,M,1991-02-20,2023-01-02 20:34:31,Nowy Targ,Silver
8218,Igor,Famuła,M,1966-06-19,2023-08-14 08:43:35,Konin,Silver
8219,Antoni,Musiolik,M,1996-09-01,2022-10-13 00:15:39,Oleśnica,Standard
8220,Tola,Semik,K,1965-12-11,2023-08-17 10:32:09,Łuków,Standard
8221,Mateusz,Mikłaszewicz,M,2006-01-17,2023-04-11 06:21:07,Toruń,Standard
8222,Jan,Duszczyk,M,1972-08-30,2023-08-16 10:53:28,Kwidzyn,Silver
8223,Adrianna,Kudłacik,K,1993-09-23,2023-10-15 08:43:17,Łuków,Silver
8224,Kornelia,Sondej,K,1990-09-10,2022-09-14 03:10:52,Otwock,Silver
8225,Jerzy,Kaczmarkiewicz,M,1987-05-21,2023-03-15 00:33:13,Knurów,Gold
8226,Robert,Zaranek,M,2002-01-31,2023-08-08 14:57:27,Jasło,Silver
8227,Elżbieta,Noras,K,1949-06-26,2023-01-09 03:10:12,Goleniów,Standard
8228,Juliusz,Oleszko,M,1971-01-06,2022-03-23 17:50:53,Chełm,Gold
8229,Aniela,Tworzydło,K,1974-02-26,2022-04-25 14:50:42,Piaseczno,Standard
8230,Oskar,Bisaga,M,1992-10-27,2023-12-21 15:21:45,Rybnik,Standard
8231,Inga,Wiciak,K,2002-07-19,2022-03-28 20:03:49,Skawina,Standard
8232,Kalina,Bakiera,K,1994-10-18,2023-03-06 13:02:56,Mielec,Standard
8233,Gaja,Wójcikiewicz,K,1951-09-01,2023-10-01 07:54:33,Zakopane,Silver
8234,Klara,Chwalisz,K,1984-01-04,2022-09-01 22:17:31,Chełm,Standard
8235,Monika,Kij,K,2005-11-12,2022-01-17 03:13:14,Koło,Silver
8236,Adrianna,Bojarczuk,K,1955-06-05,2023-08-30 06:38:34,Bytom,Silver
8237,Szymon,Maciejewicz,M,1975-12-16,2023-08-22 16:54:36,Wągrowiec,Silver
8238,Wiktor,Penar,M,1989-10-27,2023-04-05 08:15:29,Jasło,Silver
8239,Olaf,Gryta,M,1945-01-11,2022-02-17 21:25:24,Zielona Góra,Silver
8240,Jerzy,Czapiga,M,1951-12-26,2022-04-19 19:24:32,Kołobrzeg,Standard
8241,Julian,Ogłaza,M,2004-02-26,2022-03-12 14:05:07,Gdańsk,Standard
8242,Róża,Matus,K,2000-08-03,2023-03-19 08:10:09,Malbork,VIP
8243,Ernest,Jankowicz,M,1976-03-02,2023-02-20 21:56:06,Olkusz,Silver
8244,Gustaw,Kilar,M,1978-02-13,2022-02-27 03:53:51,Katowice,Standard
8245,Nikodem,Boryczko,M,1989-12-19,2023-11-10 03:12:54,Świętochłowice,Standard
8246,Mariusz,Tołoczko,M,1989-12-07,2022-01-23 02:56:19,Przemyśl,Standard
8247,Ewa,Kryszczuk,K,1954-07-25,2023-01-28 12:36:18,Bochnia,Standard
8248,Kornel,Jenek,M,1988-05-17,2022-11-06 05:56:08,Tomaszów Mazowiecki,Standard
8249,Sylwia,Bielat,K,1983-05-29,2022-10-11 13:15:29,Nysa,Silver
8250,Gabriel,Hynek,M,1978-01-15,2022-11-07 21:32:57,Wołomin,Standard
8251,Kaja,Ochnik,K,2004-04-15,2023-04-15 21:57:59,Wodzisław Śląski,Standard
8252,Igor,Ciastek,M,2000-07-17,2023-10-10 11:28:59,Świętochłowice,Standard
8253,Jakub,Stosio,M,1991-08-22,2022-09-17 02:10:06,Rzeszów,Silver
8254,Ada,Smolorz,K,1961-11-15,2023-08-24 16:15:05,Kędzierzyn-Koźle,Gold
8255,Ewa,Witan,K,2003-01-05,2022-08-30 06:01:47,Śrem,Silver
8256,Anna Maria,Mojsa,K,1946-03-31,2023-12-05 16:32:14,Tczew,Gold
8257,Julita,Janisz,K,1960-09-27,2022-01-01 15:52:42,Jaworzno,Silver
8258,Filip,Straszak,M,1972-02-18,2023-06-17 06:04:45,Olkusz,Standard
8259,Natasza,Ostręga,K,1946-06-19,2022-05-11 04:21:52,Sopot,Gold
8260,Arkadiusz,Zugaj,M,1962-05-17,2023-09-04 12:23:45,Oleśnica,Standard
8261,Malwina,Miksza,K,1987-12-07,2022-04-02 15:17:06,Pruszcz Gdański,Standard
8262,Borys,Lalak,M,1952-08-31,2023-06-20 08:17:39,Skawina,Silver
8263,Sara,Duras,K,1992-08-29,2023-02-02 02:37:17,Bielsk Podlaski,Silver
8264,Bruno,Trochim,M,1977-04-10,2022-08-02 23:45:50,Jaworzno,Gold
8265,Krystian,Kiwior,M,1970-04-08,2022-06-28 21:03:14,Wyszków,Silver
8266,Tola,Kłysz,K,1974-02-09,2023-09-01 08:58:46,Police,Standard
8267,Ada,Kultys,K,1998-10-21,2022-10-05 20:41:49,Kluczbork,Silver
8268,Kazimierz,Sugier,M,1991-09-18,2023-11-03 05:20:05,Ełk,Standard
8269,Urszula,Kus,K,1969-06-05,2023-07-25 19:34:06,Piła,Standard
8270,Julianna,Kohut,K,1955-03-24,2023-10-25 01:13:08,Jaworzno,Silver
8271,Ewa,Matusewicz,K,1996-12-27,2022-07-30 22:28:15,Chojnice,Standard
8272,Krystyna,Bugno,K,1978-04-04,2022-09-05 03:33:14,Września,Standard
8273,Artur,Ambrozik,M,1947-08-15,2022-03-04 11:15:12,Bartoszyce,Gold
8274,Julita,Wąsek,K,1998-03-19,2023-08-16 01:58:26,Wodzisław Śląski,Standard
8275,Agnieszka,Cygal,K,1990-08-04,2022-04-23 12:10:39,Jarosław,Silver
8276,Franciszek,Dydo,M,1999-07-27,2023-08-12 20:59:38,Żagań,Silver
8277,Kamil,Iciek,M,1959-01-08,2022-06-29 02:53:59,Ciechanów,Gold
8278,Juliusz,Szmelter,M,1958-08-23,2022-04-13 10:16:08,Żary,Standard
8279,Igor,Pawliczak,M,1986-05-12,2023-11-03 14:33:11,Goleniów,Silver
8280,Mariusz,Matyka,M,1988-03-13,2022-02-15 20:41:14,Otwock,Silver
8281,Ewa,Madura,K,1991-06-09,2023-01-08 15:43:40,Wołomin,Standard
8282,Rafał,Pilarek,M,1960-12-05,2023-04-21 23:28:07,Opole,Standard
8283,Gaja,Szałaj,K,1979-06-05,2023-04-05 20:08:49,Reda,VIP
8284,Aurelia,Stiller,K,1966-06-16,2023-09-08 22:10:39,Sandomierz,Gold
8285,Gabriel,Frelich,M,2006-02-13,2023-08-20 10:55:50,Rumia,Silver
8286,Grzegorz,Dybiec,M,1982-06-05,2023-03-15 17:19:08,Ełk,Standard
8287,Leonard,Boksa,M,1958-02-17,2023-11-30 23:41:56,Zamość,Standard
8288,Justyna,Bartman,K,1999-04-09,2023-03-04 20:35:33,Czechowice-Dziedzice,Silver
8289,Klara,Turoń,K,1951-02-20,2023-07-14 11:53:25,Gniezno,Gold
8290,Krystyna,Byzdra,K,2003-06-29,2023-02-26 16:01:30,Wodzisław Śląski,Standard
8291,Norbert,Golak,M,1999-12-03,2023-11-26 00:32:19,Szczecinek,Silver
8292,Błażej,Mirocha,M,1968-04-19,2022-11-04 07:16:18,Kluczbork,Standard
8293,Krystian,Słoń,M,1972-04-24,2023-12-13 01:34:14,Marki,Silver
8294,Justyna,Koczy,K,1988-07-28,2023-05-23 08:30:51,Tczew,Standard
8295,Natasza,Gruszczyk,K,1993-07-21,2023-09-14 21:48:13,Warszawa,Standard
8296,Sandra,Wielgos,K,1948-06-15,2023-06-17 04:16:25,Augustów,Standard
8297,Albert,Gałaj,M,1972-08-11,2022-10-23 09:46:08,Zakopane,Standard
8298,Tola,Szlęk,K,1974-05-07,2022-09-30 17:21:09,Gorlice,Standard
8299,Monika,Listwan,K,1974-02-22,2023-11-16 05:29:33,Police,Standard
8300,Róża,Mrozowicz,K,1946-08-26,2023-01-17 09:48:18,Kielce,Gold
8301,Sara,Witan,K,2002-05-13,2022-12-26 10:22:19,Gdańsk,Silver
8302,Sonia,Linda,K,1958-10-06,2023-04-24 07:29:34,Gniezno,Silver
8303,Wiktor,Komander,M,1950-02-02,2023-08-20 11:00:55,Polkowice,Silver
8304,Mariusz,Suchenek,M,1950-08-29,2022-05-01 22:10:10,Żagań,Silver
8305,Klara,Kik,K,1991-05-30,2022-06-25 07:38:30,Żary,Standard
8306,Witold,Faltyn,M,1952-10-10,2023-09-04 08:33:10,Ciechanów,Standard
8307,Wojciech,Jędrusiak,M,2005-06-08,2022-01-29 19:15:52,Wodzisław Śląski,Gold
8308,Tymon,Mikoda,M,1989-06-24,2022-09-17 22:34:56,Świnoujście,Silver
8309,Radosław,Ochab,M,1963-09-13,2022-11-25 20:15:30,Chełm,Silver
8310,Kornelia,Świętoń,K,1990-10-29,2022-12-25 07:30:50,Piotrków Trybunalski,Standard
8311,Ewa,Ochnio,K,1967-11-04,2022-07-22 08:02:15,Ełk,Gold
8312,Sonia,Teodorowicz,K,1974-07-19,2023-09-24 03:42:36,Środa Wielkopolska,Standard
8313,Ewelina,Kopa,K,1948-10-26,2023-09-20 23:42:31,Olkusz,Gold
8314,Anastazja,Nawrotek,K,1975-03-11,2023-07-23 08:34:48,Września,Silver
8315,Dorota,Jakimiak,K,1950-10-04,2022-08-06 08:06:29,Włocławek,Standard
8316,Marika,Wizner,K,1976-09-28,2023-08-02 23:54:48,Kraków,Standard
8317,Konrad,Siudek,M,1967-12-02,2023-08-13 11:17:02,Malbork,Standard
8318,Maksymilian,Gajcy,M,1974-01-18,2022-09-28 23:06:51,Czeladź,Silver
8319,Jerzy,Smela,M,1965-08-13,2023-06-21 06:51:21,Łódź,Silver
8320,Nikodem,Sacharczuk,M,1969-08-20,2022-07-25 12:21:15,Bielawa,Silver
